FundingInstrumentGaLevel1,AmountGranted,FundingInstrumentGaReporting,FundingInstrumentGaReporting_De,FundingInstrumentGaReporting_Fr
Careers,120600,Fellowships,Stipendien,Bourses 
Careers,100600,Fellowships,Stipendien,Bourses 
Science communication,1638,Open Access Article,Open Access Artikel,Open Access Article
Science communication,5253,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1405,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2892,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2153,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2291,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1450,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1895,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2220,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2800,Open Access Article,Open Access Artikel,Open Access Article
Science communication,876,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2799,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1938,Open Access Article,Open Access Artikel,Open Access Article
Science communication,815,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2931,Open Access Article,Open Access Artikel,Open Access Article
Science communication,5109,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1787,Open Access Article,Open Access Artikel,Open Access Article
Science communication,4271,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1474,Open Access Article,Open Access Artikel,Open Access Article
Science communication,3019,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1572,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1971,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1540,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2853,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2866,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2885,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1954,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1033,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1969,Open Access Article,Open Access Artikel,Open Access Article
Science communication,3400,Open Access Article,Open Access Artikel,Open Access Article
Science communication,3128,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2173,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1199,Open Access Article,Open Access Artikel,Open Access Article
Science communication,910,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2970,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1740,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2012,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2661,Open Access Article,Open Access Artikel,Open Access Article
Careers,69500,Fellowships,Stipendien,Bourses 
Careers,116000,Fellowships,Stipendien,Bourses 
Careers,98600,Fellowships,Stipendien,Bourses 
Careers,147500,Fellowships,Stipendien,Bourses 
Careers,82850,Fellowships,Stipendien,Bourses 
Careers,82500,Fellowships,Stipendien,Bourses 
Careers,98541,Fellowships,Stipendien,Bourses 
Science communication,2210,Open Access Article,Open Access Artikel,Open Access Article
Science communication,3150,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1866,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2340,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1551,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1480,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2002,Open Access Article,Open Access Artikel,Open Access Article
Science communication,816,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2988,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2955,Open Access Article,Open Access Artikel,Open Access Article
Science communication,3018,Open Access Article,Open Access Artikel,Open Access Article
Science communication,3413,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1338,Open Access Article,Open Access Artikel,Open Access Article
Science communication,909,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2056,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1091,Open Access Article,Open Access Artikel,Open Access Article
Science communication,3185,Open Access Article,Open Access Artikel,Open Access Article
Science communication,970,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2086,Open Access Article,Open Access Artikel,Open Access Article
Science communication,3211,Open Access Article,Open Access Artikel,Open Access Article
Science communication,3841,Open Access Article,Open Access Artikel,Open Access Article
Science communication,3165,Open Access Article,Open Access Artikel,Open Access Article
Science communication,5490,Open Access Article,Open Access Artikel,Open Access Article
Careers,119000,Fellowships,Stipendien,Bourses 
Science communication,NA,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,1733,Open Access Article,Open Access Artikel,Open Access Article
Science communication,993,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2712,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1680,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2375,Open Access Article,Open Access Artikel,Open Access Article
Science communication,5284,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1147,Open Access Article,Open Access Artikel,Open Access Article
Science communication,5340,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2162,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1014,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1224,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1763,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2852,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2858,Open Access Article,Open Access Artikel,Open Access Article
Careers,93000,Fellowships,Stipendien,Bourses 
Careers,124000,Fellowships,Stipendien,Bourses 
Careers,118000,Fellowships,Stipendien,Bourses 
Careers,78300,Fellowships,Stipendien,Bourses 
Careers,93500,Fellowships,Stipendien,Bourses 
Careers,117175,Fellowships,Stipendien,Bourses 
Careers,91500,Fellowships,Stipendien,Bourses 
Careers,145650,Fellowships,Stipendien,Bourses 
Careers,100100,Fellowships,Stipendien,Bourses 
Project funding,812000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,275353,Doc.CH,Doc.CH,Doc.CH
Science communication,14837,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,18750,Open Access Books,Open Access Bücher,Open Access Livres
Project funding,239259,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,15400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,7400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,734274,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,20700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,11000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,15000,Open Access Books,Open Access Bücher,Open Access Livres
Infrastructure,279745,R'EQUIP,R'EQUIP,R'EQUIP
Infrastructure,270000,R'EQUIP,R'EQUIP,R'EQUIP
Project funding,952218,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,14487,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,9585,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,9250,Open Access Books,Open Access Bücher,Open Access Livres
Infrastructure,245083,R'EQUIP,R'EQUIP,R'EQUIP
Science communication,10800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,45159,Agora,Agora,Agora
